Offense ID,MCPP,Longitude,Latitude,Crime Against Category,Offense Parent Group,Offense
12597971806,FREMONT,-122.34533886,47.65307548,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12597903876,QUEEN ANNE,-122.36686463299999,47.62797487,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12597730180,DOWNTOWN COMMERCIAL,-122.338348304,47.60951744,PROPERTY,LARCENY-THEFT,Shoplifting
12597733515,MOUNT BAKER,-122.287210701,47.57303502,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail
12597733464,PIONEER SQUARE,-122.33097634200001,47.59828697,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12597686723,PIONEER SQUARE,-122.33287520200001,47.60130116,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12597655747,BALLARD SOUTH,-122.362187009,47.67599329,PROPERTY,ROBBERY,Robbery
12597590413,DOWNTOWN COMMERCIAL,-122.33501787600001,47.61090902,PROPERTY,LARCENY-THEFT,Shoplifting
12597533695,FIRST HILL,-122.316125608,47.60620026,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery
12597448264,MID BEACON HILL,-122.30990212,47.54993361,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12597396250,DOWNTOWN COMMERCIAL,-122.337591975,47.61120737,PROPERTY,LARCENY-THEFT,All Other Larceny
12597243974,MOUNT BAKER,-122.289921964,47.56888116,PROPERTY,ROBBERY,Robbery
12597201885,QUEEN ANNE,-122.350171096,47.62586184,PROPERTY,FRAUD OFFENSES,Wire Fraud
12597205596,NORTH DELRIDGE,-122.366755447,47.56834147,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12597154700,BELLTOWN,-122.344793514,47.61470458,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12597101400,DOWNTOWN COMMERCIAL,-122.339812453,47.61027832,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12597084007,JUDKINS PARK/NORTH BEACON HILL,-122.31678189799999,47.60169337,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12596976154,BRIGHTON/DUNLAP,-122.275965432,47.5406801,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12596997881,PHINNEY RIDGE,-122.348475299,47.67495519,PROPERTY,LARCENY-THEFT,All Other Larceny
12596956263,BELLTOWN,-122.34456269399999,47.61222186,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596836966,CAPITOL HILL,-122.32040741700001,47.61523808,PROPERTY,LARCENY-THEFT,Theft From Building
12596745440,NORTH ADMIRAL,-122.385670692,47.57259101,PROPERTY,FRAUD OFFENSES,Identity Theft
12596743017,SLU/CASCADE,-122.336490221,47.62320194,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12596618423,CAPITOL HILL,-122.320771381,47.61351951,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12596521277,UNIVERSITY,-122.319560828,47.66222203,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12596463510,FREMONT,-122.362343206,47.65649926,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12596446845,JUDKINS PARK/NORTH BEACON HILL,-122.30966889,47.59515308,PROPERTY,FRAUD OFFENSES,Hacking/Computer Invasion
12596434144,NORTH BEACON HILL,-122.306707069,47.57742324,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596397510,SLU/CASCADE,-122.32888058,47.6303008,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596366956,MAGNOLIA,-122.39489671700001,47.65135709,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596353107,BITTERLAKE,-122.353031629,47.73322211,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12596315052,MAGNOLIA,-122.400349386,47.65977588,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596320973,CHINATOWN/INTERNATIONAL DISTRICT,-122.319220391,47.59626534,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12596335242,GREENWOOD,-122.359314737,47.69061787,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596225215,MILLER PARK,-122.302490423,47.62079119,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596251988,CAPITOL HILL,-122.32500074200001,47.61522188,PROPERTY,LARCENY-THEFT,Theft From Building
12596171290,UNIVERSITY,-122.315461665,47.66055372,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596065177,FREMONT,-122.35448367,47.65046915,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596090177,LAKEWOOD/SEWARD PARK,-122.26699284799999,47.55409938,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12596046473,BELLTOWN,-122.34435339299999,47.61327122,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud
12596045977,GEORGETOWN,-122.325621124,47.55169177,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596045722,BALLARD SOUTH,-122.387584729,47.6759485,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596032054,BALLARD SOUTH,-122.382134597,47.66426055,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596031121,JUDKINS PARK/NORTH BEACON HILL,-122.305347166,47.59999561,PROPERTY,LARCENY-THEFT,All Other Larceny
12596048078,MOUNT BAKER,-122.29649406200001,47.576184600000005,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12596018071,UNIVERSITY,-122.31370774700001,47.66127317,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596017730,DOWNTOWN COMMERCIAL,-122.338449515,47.60878866,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596021457,CHINATOWN/INTERNATIONAL DISTRICT,-122.32473878799999,47.59583483,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12596005191,FREMONT,-122.353980639,47.6621407,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12596006375,UNIVERSITY,-122.31422406,47.66400406,PROPERTY,LARCENY-THEFT,Shoplifting
12596019507,BALLARD SOUTH,-122.36861026,47.66438409,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595982644,FIRST HILL,-122.32899018100001,47.60683291,PROPERTY,LARCENY-THEFT,Shoplifting
12595972041,CAPITOL HILL,-122.322461532,47.61144442,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595898394,QUEEN ANNE,-122.355428986,47.62151944,PROPERTY,FRAUD OFFENSES,Identity Theft
12595892752,PHINNEY RIDGE,-122.34921452299999,47.67386923,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595876616,BALLARD SOUTH,-122.38407773600001,47.66590904,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595886874,CENTRAL AREA/SQUIRE PARK,-122.306308505,47.60956556,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595862703,BALLARD NORTH,-122.392944846,47.69167434,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595862330,UNIVERSITY,-122.319560828,47.66222203,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595818337,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.375468155,47.51518675,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595791646,ROOSEVELT/RAVENNA,-122.298224687,47.66431736,PROPERTY,LARCENY-THEFT,Shoplifting
12595694541,UNIVERSITY,-122.31370774700001,47.66127317,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595694441,SANDPOINT,-122.28930893399999,47.71194078,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game
12595684417,NORTHGATE,-122.32461515799999,47.7086028,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud
12595684165,SANDPOINT,-122.263683194,47.68252504,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595671691,SOUTH DELRIDGE,-122.35511453,47.52195143,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595671463,UNIVERSITY,-122.316665195,47.657916799999995,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud
12595671343,UNIVERSITY,-122.317826636,47.65659558,PROPERTY,LARCENY-THEFT,All Other Larceny
12595660768,GREENWOOD,-122.348556109,47.68549113,PROPERTY,FRAUD OFFENSES,Identity Theft
12595660468,QUEEN ANNE,-122.346263792,47.63230108,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595588643,MORGAN,-122.390001177,47.54442736,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12595601762,MAGNOLIA,-122.394959875,47.66068016,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595579944,ROOSEVELT/RAVENNA,-122.34314261,47.68476424,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595580098,CAPITOL HILL,-122.320933335,47.62369897,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12595525225,CAPITOL HILL,-122.321718726,47.61232219,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12596044818,CAPITOL HILL,-122.321718726,47.61232219,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug Equipment Violations
12595474959,CHINATOWN/INTERNATIONAL DISTRICT,-122.322444693,47.59918613,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12595492994,DOWNTOWN COMMERCIAL,-122.339761467,47.60686714,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations
12595430056,HIGHLAND PARK,-122.353942744,47.52919654,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595405437,MADRONA/LESCHI,-122.30223583700001,47.6010021,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595747123,QUEEN ANNE,-122.358668576,47.62458989,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail
12595308995,ALASKA JUNCTION,-122.386775316,47.56291163,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12595316048,ROOSEVELT/RAVENNA,-122.298411155,47.66332336,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595264412,DOWNTOWN COMMERCIAL,-122.338424085,47.60378135,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations
12595253625,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.37327695399999,47.51517049,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12595250243,CENTRAL AREA/SQUIRE PARK,-122.303083645,47.60266908,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game
12595200039,SOUTH PARK,-122.322978958,47.522661799999995,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12595243019,NORTH BEACON HILL,-122.29938461100001,47.57456845,PROPERTY,LARCENY-THEFT,All Other Larceny
12595117011,NEW HOLLY,-122.28234489,47.53704403,PROPERTY,ROBBERY,Robbery
12595071781,DOWNTOWN COMMERCIAL,-122.33557402299999,47.6106779,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595091203,SANDPOINT,-122.284174463,47.68394639,PROPERTY,FRAUD OFFENSES,Hacking/Computer Invasion
12595043230,FREMONT,-122.350545827,47.6506252,PROPERTY,LARCENY-THEFT,Shoplifting
12595032772,ROOSEVELT/RAVENNA,0.0,0.0,PERSON,SEX OFFENSES,Fondling
12595029479,CAPITOL HILL,-122.325596007,47.62676478,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12595036183,HILLMAN CITY,-122.28594737200001,47.54706873,PROPERTY,ARSON,Arson
12595033200,CHINATOWN/INTERNATIONAL DISTRICT,-122.326352374,47.60129045,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12595002186,CAPITOL HILL,-122.320415237,47.62198537,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12596860241,BELLTOWN,-122.342192704,47.61316683,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12595006825,NORTH ADMIRAL,-122.386207129,47.58995859,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12594983343,SOUTH PARK,-122.33113442700001,47.53673888,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12594899782,DOWNTOWN COMMERCIAL,-122.337320423,47.61132124,PROPERTY,LARCENY-THEFT,Shoplifting
12594890083,NORTH DELRIDGE,-122.365444118,47.5672585,PROPERTY,FRAUD OFFENSES,Identity Theft
12594875545,BALLARD NORTH,-122.37677179,47.68045515,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game
12594940861,FIRST HILL,-122.324876089,47.61240799,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12594859865,CHINATOWN/INTERNATIONAL DISTRICT,-122.327013755,47.59919385,PROPERTY,LARCENY-THEFT,Shoplifting
12594851433,CHINATOWN/INTERNATIONAL DISTRICT,-122.315680055,47.59919954,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12594840154,SOUTH DELRIDGE,-122.357805911,47.521947999999995,PROPERTY,LARCENY-THEFT,All Other Larceny
12594863649,SLU/CASCADE,-122.33294187,47.6158847,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12594821547,ROOSEVELT/RAVENNA,-122.31651049999999,47.67497945,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12594638283,ROOSEVELT/RAVENNA,-122.31651049999999,47.67497945,PROPERTY,LARCENY-THEFT,Shoplifting
12593791404,QUEEN ANNE,-122.35997484100001,47.62459539,PROPERTY,LARCENY-THEFT,Theft From Building
12594818961,DOWNTOWN COMMERCIAL,-122.339256992,47.61051065,PROPERTY,LARCENY-THEFT,Shoplifting
12592379155,MADISON PARK,-122.28485138299999,47.63999223,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud
12590503355,ROOSEVELT/RAVENNA,-122.34448632799999,47.68366976,PROPERTY,LARCENY-THEFT,Shoplifting
12590506410,CHINATOWN/INTERNATIONAL DISTRICT,-122.318430722,47.59918657,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12589971268,UNIVERSITY,-122.31422406,47.66400406,PROPERTY,LARCENY-THEFT,Shoplifting
12588019295,BELLTOWN,-122.341752608,47.61173309,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12586687316,MORGAN,-122.389423618,47.53887651,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12585715433,WALLINGFORD,-122.336386268,47.66794353,PROPERTY,LARCENY-THEFT,All Other Larceny
12584852752,GREENWOOD,0.0,0.0,PROPERTY,LARCENY-THEFT,Theft From Building
12587314943,DOWNTOWN COMMERCIAL,-122.333211275,47.60201606,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12584852788,WALLINGFORD,-122.339734034,47.65741891,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12584067830,SLU/CASCADE,-122.3503095,47.61796543,PROPERTY,ROBBERY,Robbery
12582114032,BELLTOWN,-122.341752608,47.61173309,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12585764047,SANDPOINT,0.0,0.0,PERSON,HUMAN TRAFFICKING,"Human Trafficking, Commercial Sex Acts"
12585673462,HIGH POINT,-122.376377224,47.54786831,PROPERTY,LARCENY-THEFT,Theft From Building
12579997696,MILLER PARK,-122.311319706,47.62443829,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12579496524,CAPITOL HILL,-122.32089893,47.62153197,PROPERTY,ROBBERY,Robbery
12578986596,WALLINGFORD,-122.336891881,47.653149400000004,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12576031804,ROOSEVELT/RAVENNA,-122.32697455,47.68592294,PROPERTY,FRAUD OFFENSES,Identity Theft
12572815429,BITTERLAKE,-122.357055968,47.71691267,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12570435734,PHINNEY RIDGE,-122.348140628,47.6818033,PROPERTY,LARCENY-THEFT,All Other Larceny
12570669921,HIGH POINT,-122.376422567,47.54559328,PROPERTY,LARCENY-THEFT,Shoplifting
12569307913,CAPITOL HILL,-122.322016608,47.62256335,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12570419327,SLU/CASCADE,-122.332345086,47.62081538,PROPERTY,ROBBERY,Robbery
12568285691,QUEEN ANNE,-122.35054705200001,47.6465158,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12568275470,NORTH BEACON HILL,-122.317744679,47.5899869,PROPERTY,LARCENY-THEFT,All Other Larceny
12567384395,DOWNTOWN COMMERCIAL,-122.338449515,47.60878866,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12567210426,BRIGHTON/DUNLAP,-122.27399864200001,47.53979464,PROPERTY,FRAUD OFFENSES,Identity Theft
12566715173,QUEEN ANNE,-122.34801104799999,47.64073924,PROPERTY,LARCENY-THEFT,All Other Larceny
12566176799,GEORGETOWN,-122.329368515,47.56380429,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud
12566130631,NORTH BEACON HILL,-122.30166388100001,47.58295413,PROPERTY,FRAUD OFFENSES,Identity Theft
12567711299,GEORGETOWN,-122.329580805,47.54925505,PROPERTY,LARCENY-THEFT,All Other Larceny
12570839487,MID BEACON HILL,-122.298060435,47.54267933,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories
12596019593,BELLTOWN,-122.341102347,47.61134853,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12557492743,CENTRAL AREA/SQUIRE PARK,-122.31281927299999,47.61096316,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12557850969,WALLINGFORD,-122.324572069,47.6613414,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery
12551504231,DOWNTOWN COMMERCIAL,-122.337995355,47.60829217,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12544820882,ROOSEVELT/RAVENNA,-122.32716025200001,47.67844054,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12544811577,DOWNTOWN COMMERCIAL,-122.339812453,47.61027832,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12543833684,PIONEER SQUARE,-122.333268209,47.59678343,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12543824004,QUEEN ANNE,-122.355383386,47.62678118,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12542947649,DOWNTOWN COMMERCIAL,-122.333808099,47.61210339,PROPERTY,LARCENY-THEFT,Theft From Building
12541688752,ROOSEVELT/RAVENNA,-122.339777827,47.68657154,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12540671710,DOWNTOWN COMMERCIAL,-122.34001342200001,47.60882096,PROPERTY,LARCENY-THEFT,All Other Larceny
12538532910,EASTLAKE - WEST,-122.32463795299999,47.64260983,PROPERTY,LARCENY-THEFT,All Other Larceny
12537623523,QUEEN ANNE,-122.340449804,47.63555139,PROPERTY,FRAUD OFFENSES,Identity Theft
12537492583,UNIVERSITY,-122.31550035,47.65908266,PROPERTY,LARCENY-THEFT,All Other Larceny
12537474617,LAKEWOOD/SEWARD PARK,-122.26869601899999,47.55371913,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12537442017,UNIVERSITY,0.0,0.0,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12536569104,SLU/CASCADE,-122.331700196,47.62024125,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft
12535702641,CENTRAL AREA/SQUIRE PARK,-122.293491681,47.61952437,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle
12530627832,NORTHGATE,-122.32876021,47.71407537,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence
12520642722,ROOSEVELT/RAVENNA,-122.317464085,47.68189427,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses
12518692143,DOWNTOWN COMMERCIAL,-122.34013604,47.60602417,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12518993056,UNIVERSITY,-122.313149,47.66053224,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property
12515912118,CENTRAL AREA/SQUIRE PARK,-122.296212259,47.61227923,PROPERTY,LARCENY-THEFT,Shoplifting
12514523486,ROOSEVELT/RAVENNA,-122.298411155,47.66332336,PROPERTY,LARCENY-THEFT,Shoplifting
